"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Encoded_Education","Encoded_Marital_Status","Encoded_Dt_Customer","Response"
"1963","Graduation","Married",22419,"0","0","74",30,3,47,19,21,42,"1","3","2","2","8",3,3,15813,"0"
"1948","PhD","Married",45579,"0","1","10",145,1,33,2,1,1,"1","4","1","4","6",5,3,15937,"0"
"1956","Graduation","Married",71391,"0","1","50",336,123,274,46,123,141,"5","6","5","12","3",3,3,15793,"0"
"1978","2n Cycle","Divorced",21282,"1","0","76",1,5,8,4,8,20,"2","2","1","2","6",1,2,16379,"0"
"1976","Master","Together",37509,"1","0","24",37,5,56,12,8,5,"2","3","0","4","7",4,5,15683,"0"
"1952","Graduation","Married",67433,"0","2","51",615,28,259,12,48,30,"4","6","5","13","4",3,3,15902,"0"
"1960","Basic","Widow",22123,"0","0","77",3,3,24,34,7,31,"1","2","1","3","5",2,6,16156,"0"
"1969","Graduation","Divorced",48764.4714255761,"1","0","8",91.638988497667,56.8977752001956,104.73641572427,71.9540981315076,17.8282194612548,4.05491705890745,"5","9","1","10","7",2.93185013346374,2.96592506673187,15682.0473077409,"1"
"1975","Graduation","Together",66653,"1","1","18",452,18,102,16,18,6,"4","4","2","12","3",3,5,15530,"0"
"1961","PhD","Married",62515.0072893044,"0","1","55",1169.00975214504,4.80222906172276,123.629535067827,31.2144889011979,0,40.8078017160296,"2","5","3","6","6",4.39972136728466,2.30013931635767,15760.3168572793,"1"
"1989","Graduation","Single",9255,"1","0","91",9,0,7,2,0,4,"1","1","1","2","8",3,4,16059,"0"
"1964","Master","Single",63972,"0","1","93",928,63,254,0,12,12,"4","5","4","10","4",4,4,15382,"0"
"1963","Graduation","Widow",55597.5630679952,"0","1","2",218.715629564831,32.0239520294126,313.95869417768,58.6163997286931,44.1780519615859,66.6061345732305,"3","3","1","5","4",4.14383477671072,5.42808261164464,15813.6710246243,"1"
"1976","Graduation","Together",44364.1772783175,"0","1","4",249.745251914486,10.5965137314051,106.472068104893,18.7058150861412,14.2941849138588,38.5883698277175,"3","7","1","7","7",3.18488355912268,4.18488355912268,15645.6010878738,"1"
"1961","Graduation","Single",57091,"0","0","0",464,5,64,7,0,37,"1","7","3","7","5",3,4,16236,"1"
"1964","2n Cycle","Married",62905,"0","1","68",166,75,96,119,107,59,"3","7","2","8","4",1,3,15987,"0"
"1949","Graduation","Married",44906.9557355,"0","0","75",412.62047979515,6.96551521960646,178.10336053092,25.9999882737175,40.1034308886155,36.4137821858749,"4","1","1","7","7",3.79310304392129,4.58620608784258,15595.3794381209,"1"
"1973","Graduation","Together",38859.8560492785,"1","1","3",211.938390382566,1.92797133489512,40.3517420140561,4,3.71468577673659,33.7811135675292,"5","3","0","6","8",4.28531422326341,6.28531422326341,15551.3125358939,"1"
"1976","PhD","Married",16927,"1","1","50",20,2,23,3,1,4,"5","3","0","4","8",5,3,15980,"0"
"1981","Graduation","Together",31089,"1","0","57",31,3,31,2,8,4,"3","3","0","4","8",3,5,15569,"0"
"1969","PhD","Married",40528.1025723713,"1","0","72",27.1757199424319,19.1240489250049,27.7154483324848,2.08759510749951,7.17519021499902,25.8686073387507,"4","2","2","4","7",4.04379755374976,3.95620244625024,15721.2040354325,"1"
"1978","Basic","Single",26487,"1","0","23",2,8,10,12,14,23,"3","2","1","3","5",2,4,15845,"0"
"1949","PhD","Single",65319.4660924233,"1","0","46",734.966309105745,0.266399185871705,473.677238001022,33.4096293086186,36.9464398922864,21.0455356838647,"1","5","1","3","2",3.53279837174341,3.26639918587171,16181.2744236097,"1"
"1971","Master","Together",45823.8897539945,"0","0","35",355.99561508093,3.99097857857123,36.9278286285698,5.98797143809497,1.00300714047626,31.9579000333324,"1","10","1","2","8",3.50150357023813,3.99699285952374,15944.1052499167,"1"
"1965","Graduation","Married",58692,"0","1","21",301,11,61,4,7,11,"1","8","2","4","7",3,3,16225,"0"
"1950","Graduation","Single",67308.2038977463,"0","0","12",656.335885832086,29.9214240778238,376.979617891833,126.493590116501,54.0261919740587,109.211288267747,"1","6","6","4","7",3.43364382721484,3.13271234557033,15830.7461950406,"1"
"1959","Graduation","Together",71367,"0","0","24",227,23,389,42,21,75,"1","4","5","7","2",3,5,15940,"0"
"1976","Master","Together",30560,"1","0","6",9,1,5,4,5,7,"1","1","0","3","7",4,5,15883,"0"
"1974","Graduation","Married",30631,"1","0","75",15,6,20,4,5,20,"1","3","1","2","7",3,3,16046,"0"
"1967","Graduation","Together",66825,"0","0","73",243,101,405,29,40,40,"1","4","5","6","2",3,5,15900,"0"
"1970","Graduation","Widow",38472.8994848505,"0","1","64",119.740777011961,15.4271910879761,50.2120827902108,11.713595543988,18.1202420406044,18.2531719729304,"4","3","0","3","7",3.81329299323261,4.78006051015109,15580.6676751692,"1"
"1981","Graduation","Together",46699.1060902514,"1","0","31",293.059081837535,9.97661544382572,48.2097690161318,8.69738474860787,2.51169227808714,16.9539228770882,"3","3","2","3","6",3.74415386095643,5.37207693047822,15892.1919203755,"1"
"1982","2n Cycle","Single",23922.5676773116,"1","1","3",7.29790419340134,21.8167831003666,11.2977274619043,2.96564683131874,6.95419577509165,32.0229021124542,"2","6","1","3","7",1.02290211245418,4,15667.3782383185,"1"
"1963","Graduation","Married",51381.5,"0","1","96",231,65,196,38,71,124,"1","6","5","7","4",3,3,16017,"0"
"1949","Graduation","Together",43032.2886557067,"1","1","5",357.91510070581,8,160.23658590205,21.6472719013691,37.029658135958,36.8236359506845,"4","10","5","7","7",3.67647724691778,4.67647724691778,15661.9972832575,"1"
"1984","Graduation","Together",36774.1650728509,"0","0","5",147.889898451045,2.49053299520165,42.5103426319547,1.71686548320577,0.490532995201647,3.67899746401235,"1","0","1","6","6",3.24526649760082,4.75473350239918,15637.5852030432,"1"
"1968","Graduation","Married",51287,"1","1","10",117,0,22,13,0,30,"3","4","1","3","7",3,3,16074,"0"
"1969","Graduation","Single",72679,"0","1","65",619,54,260,127,54,54,"1","4","7","5","1",3,4,15966,"0"
"1962","Graduation","Single",57967,"0","1","39",229,7,137,4,0,91,"5","4","2","8","5",3,4,15767,"0"
"1970","PhD","Together",48712.4879740954,"0","1","29",529.47623872268,13.7210968153086,252.457906750031,17.3768774522468,15.0979742675554,15.4421936306171,"5","7","2","2","8",4.31156127387658,4.31156127387658,15599.6786568146,"1"
"1963","Graduation","Single",34377,"0","1","55",62,0,22,3,1,26,"2","2","2","2","7",3,4,15724,"0"
"1951","Master","Together",59385,"1","1","85",135,0,10,0,4,36,"2","3","1","4","5",4,5,15823,"0"
"1958","Graduation","Single",68281,"0","0","31",995,112,417,42,48,41,"1","2","9","13","5",3,4,15529,"1"
"1974","PhD","Together",39770.2332836394,"1","0","1",184.58560138708,0,18.1647918957751,0,0,10.7625421707053,"3","1","1","7","6",3.86591675831005,4.13408324168995,16015.5804272057,"1"
"1983","Graduation","Married",69520,"0","0","95",627,120,414,121,80,93,"1","9","6","5","5",3,3,15893,"0"
"1953","Graduation","Divorced",23272,"0","0","29",19,3,6,4,2,12,"1","1","0","3","4",3,2,15995,"0"
"1973","PhD","Married",32644,"1","0","38",239,3,141,0,7,23,"4","7","1","6","8",5,3,15721,"0"
"1961","PhD","Divorced",26457.1416683644,"0","1","1",184.365742120892,1.69653918640688,23.5244074922521,5.08961755922064,0.84826959320344,12.1242256951518,"2","2","0","3","8",3.30346081359312,3.69653918640688,15801.1925329815,"1"
"1975","PhD","Single",54599.6377285833,"1","0","60",351.219779540319,0,104.895507820882,10.7927510836162,20.8816270965617,31.5421245524194,"1","4","2","2","2",4.23462502355687,3.76537497644313,15622.5560052767,"1"
"1961","PhD","Single",84865,"0","0","1",1248,16,349,43,16,16,"1","2","4","9","4",5,4,15953,"1"
"1996","Graduation","Together",24493.7132545048,"1","0","8",125.906560807489,27.4061143475119,42.8454173323698,10.6104799711611,10.0855884931516,28.0523998558056,"3","5","2","3","8",2.25414857966825,4.25414857966825,15664.2323204614,"1"
"1963","2n Cycle","Widow",22606.2053894303,"1","0","71",24.073562652804,4,16.8044929637108,6,22.444828010397,31.3031349119265,"3","2","1","2","7",1.82152557512745,5.41076278756373,15567.7111815959,"1"
"1984","Master","Single",73112.1005905829,"1","0","20",554.561674004421,39.3051374126226,329.964180078357,50.3256536591798,29.294879289344,33.0256453081965,"4","3","1","4","4",4.75128226540983,3.50256453081965,15924.0744131487,"1"
"1952","Graduation","Single",62307,"0","1","94",87,13,34,10,6,10,"1","4","0","4","5",3,4,16118,"0"
"1974","Graduation","Together",44392,"1","1","71",87,5,71,7,12,29,"5","4","1","4","7",3,5,15834,"0"
"1971","PhD","Married",36542.335812876,"1","1","80",158.485710834619,13.4650148204528,59.3460511579178,2.23426720825955,8.80768690304831,20.3601295421831,"1","1","1","2","7",3.51048852782696,3.76573279174045,15880.4579756283,"1"
"1974","PhD","Married",51349.753519288,"1","0","26",405.078959089704,52.9186176485382,157.823348470265,12.6352333754767,45.6213465486653,100.851122123888,"2","6","2","9","9",4.64863554993644,3.17568222503178,15651.7831419469,"1"
"1970","PhD","Married",59892,"0","1","26",73,0,13,0,1,0,"1","2","1","3","3",5,3,15747,"0"
"1962","Graduation","Divorced",32128.1435687181,"1","1","23",94.1174195869826,5.62528075603768,89.243823367171,7.93792113405652,14.3739705611952,40.1249064146541,"1","1","2","2","9",3,2.87509358534589,15731.3792113406,"1"
"1987","Basic","Single",21063,"1","0","34",1,10,11,19,3,15,"2","2","0","3","6",2,4,15973,"0"
"1974","Master","Widow",40782.5103711605,"0","1","64",120.022688466124,16.081442627823,85.0333735684399,13.3457946523558,12.5594132924452,12.911882658489,"1","5","1","3","7",3.52202933537774,3.91188265848905,15782.1441793761,"1"
"1987","Graduation","Married",48253.6433895514,"0","0","35",319.740052561276,2.984414155595,50.109100910835,4.09351506642997,3.07013629982248,42.3350956547074,"5","2","2","3","8",4.984414155595,6.96882831119001,15630.4544954458,"1"
"1967","PhD","Married",63246,"0","2","60",593,30,91,29,22,7,"1","6","3","12","4",5,3,15937,"0"
"1972","Master","Single",37178.9250999643,"0","1","30",201.452084542252,11.1221883455291,99.2977972645313,8.01897845230997,24.6500702267513,13.8956185122952,"3","2","7","4","8",4.801897845231,3.801897845231,15653.9110821811,"1"
"1969","PhD","Widow",68815.5153552713,"0","1","81",1287.18595971097,3.11590991378762,132.868064731127,34.4339565415867,17.6657763691619,37.4177795385476,"1","5","4","10","2",4.1832888184581,5.8167111815419,15689.7763444979,"1"
"1976","Master","Together",65104,"0","1","4",738,0,232,13,20,50,"2","3","5","7","7",4,5,16023,"1"
"1975","Graduation","Married",43057,"0","1","30",213,2,44,0,2,5,"4","4","2","5","5",3,3,16008,"0"
"1965","Master","Married",53843,"0","1","64",378,0,88,19,4,73,"4","8","5","3","7",4,3,15883,"0"
"1952","Graduation","Single",55402.4279273695,"0","1","0",200.086295928573,32.8183799120598,183.69615832041,32.0179316215217,9.20403461484239,54.6177074762527,"1","2","6","6","1",3.80044829053804,4.80044829053804,16093.5269286423,"1"
"1970","PhD","Married",38742.8279861119,"1","1","70",63.0851015304215,3.10435702139512,29.2573434887454,1.32522842567414,4.31307106418535,56.4103299560957,"2","2","2","3","7",4.77912859572098,3.44174280855805,15644.7862267252,"1"
"1980","2n Cycle","Married",65375.3373939311,"0","1","4",301.271764757112,10.024265867658,85.1407549930736,21.9611486904323,42.6553080333397,26.1844465155154,"5","7","1","6","8",2.15534043498337,4.15534043498337,15883.1503058122,"1"
"1965","PhD","Together",32727,"0","0","38",167,13,180,86,13,70,"2","7","3","5","8",5,5,15580,"0"
"1965","Master","Widow",51390,"1","1","54",205,20,47,23,2,56,"6","5","2","5","5",4,6,15561,"0"
"1967","Graduation","Divorced",70647,"0","1","65",561,85,171,25,123,114,"2","4","7","13","2",3,2,15604,"0"
"1972","Graduation","Single",42457.8007162018,"0","1","34",318.189369229134,15.2460109149106,64.2779235956259,5.50569869298488,16.7448711763136,31.002279477194,"4","5","2","9","9",3.50113973859698,4.25056986929849,15575.494301307,"1"
"1972","Graduation","Married",62710,"0","1","53",441,35,83,7,29,11,"4","4","2","12","4",3,3,15848,"0"
"1974","Master","Single",67214.5438729073,"1","1","2",629.377350517549,38.5142328497022,63.5411057253368,16.4251875388436,52.4083341709338,48.4873599740677,"1","2","4","8","7",3.5663857772015,3.4336142227985,15984.4188162438,"1"
"1974","PhD","Divorced",36191.8315647959,"0","0","15",148.206662419252,4.28817455261014,33.005740622757,5.70608482463285,5.28243392985314,20.8760049033444,"4","3","1","3","9",4.14121696492657,2.85878303507343,15865.9345663202,"1"
"1955","PhD","Widow",72055.0772976633,"0","1","17",1262.96723763784,10.094185765367,273.665042207111,28.6871411344036,25.8755126651376,27.1556091685779,"4","5","6","10","2",4.59377563325688,5.40622436674312,15754.2227744213,"1"
"1977","Graduation","Married",53085.1760493089,"0","0","23",71.209326332435,16.3625922556967,85.2616152428091,22.6896966546774,19.1906395293772,23.7495285626501,"4","2","1","5","5",3.26915824040771,3.13457912020385,16012.751414312,"1"
"1978","2n Cycle","Together",38702,"1","0","71",13,11,24,13,8,40,"2","3","0","4","6",1,5,15713,"0"
"1949","Master","Single",51493.2512153802,"1","0","46",246.365472518839,0,149.775416248478,8.94803881132975,10.4046962922439,28.5086186695844,"4","3","8","13","8",3.79190607415512,3.79190607415512,15698.810140098,"1"
"1960","Graduation","Married",29440,"1","1","95",17,8,14,10,4,3,"2","1","0","4","7",3,3,16017,"0"
"1974","PhD","Married",68176.0548290075,"0","1","26",957.693413521629,32.8075344020035,114.231637956807,17.0195861794055,30.3491550332401,32.8075344020035,"1","8","4","8","6",4.74877586378716,4.49755172757432,15672.2105514286,"1"
"1976","Graduation","Together",71322,"0","1","31",121,24,124,24,15,42,"1","4","1","7","2",3,5,16106,"0"
"1956","Master","Together",50682.8449365711,"0","0","8",228.101835598238,43.5858315611258,124.258002018556,58.7595240240917,37.7163545759395,98.8232635259628,"3","2","9","3","5",3.28263075370342,4.71736924629658,15974.2671340518,"1"
"1976","Graduation","Married",65775.3523573051,"0","0","4",760.213508137967,0,269.345854293089,15.9100665682927,22.9100665682927,45.1498890528455,"1","3","5","13","7",3.90299778105691,4.80599556211382,16039.1023683446,"1"
"1951","Graduation","Together",40689,"0","1","69",270,3,27,39,6,99,"7","7","1","5","8",3,5,15782,"0"
"1958","Graduation","Together",64961,"0","1","97",382,114,276,75,124,38,"2","6","4","4","3",3,5,15697,"0"
"1957","Graduation","Single",50119.9400943825,"0","1","73",421.652403939515,90.1910440465435,256.457266786136,63.1175025962293,47.3085466427729,50.7810128917918,"3","9","3","13","6",4.85291709937155,3.92645854968578,15575.8352617724,"1"
"1956","Graduation","Married",48195,"1","1","53",106,27,68,52,7,5,"6","4","2","5","6",3,3,16091,"0"
"1949","Graduation","Together",24538.6441899398,"0","0","36",48.5450059385039,7.07376229064539,27.5638433261774,4.21286871936172,5.46682766033337,28.1064343596809,"2","10","5","7","8",3.07376229064539,3.14752458129078,15627.2549594822,"1"
"1963","PhD","Married",37730.9536707941,"0","0","17",212.617205408402,2.44608296267688,35.9261138238944,6.52288790047169,2.44608296267688,14.503686666023,"3","1","0","5","9",3.40768049377948,3.79615975311026,15629.4652841971,"1"
"1978","PhD","Married",46377,"1","0","89",37,0,46,4,3,0,"1","2","1","3","4",5,3,16073,"0"
"1971","PhD","Married",37126,"1","0","9",45,3,9,4,4,7,"1","1","2","2","6",5,3,16159,"1"
"1957","Graduation","Together",26091,"1","1","84",15,10,19,8,17,20,"3","2","1","3","5",3,5,16126,"0"
"1977","Graduation","Married",31353,"1","1","24",10,0,10,3,1,7,"2","1","1","2","8",3,3,16068,"1"
"1949","PhD","Widow",43575.6848984556,"1","1","20",113.307064774446,1.88203932903707,61.8968681292608,7.05631463229656,1.11796067096293,25.266744361259,"5","6","1","2","8",4.44101966451854,5.11796067096293,15961.6087981425,"1"
"1976","2n Cycle","Together",38828.3528901632,"0","0","13",119.19440143276,3.62935834936798,90.4550243746489,16.629358349368,2.76054784050211,20.9651332050562,"2","4","1","3","7",1.27798123797402,3.18532082531601,15885.9917223114,"1"
"1969","PhD","Single",65056.4757053675,"0","0","1",498.728171896189,44.3546087555587,222.5900428975,83.2941303765401,16.7563043395057,7.02521735802293,"5","4","1","5","9",3.70252173580229,3.35126086790115,15781.5429560691,"1"
"1947","2n Cycle","Married",81044,"0","0","0",450,26,535,73,98,26,"1","5","6","10","1",1,3,16066,"0"
"1986","Graduation","Married",39651.4505007607,"0","1","40",272.85631373385,0,16.5857589913066,0,0,14.2835439946502,"1","7","1","7","8",4.32088599866256,3.33955700066872,15969.4303596523,"1"
"1970","Master","Divorced",55282,"1","0","9",125,6,73,8,4,19,"1","3","1","6","4",4,2,16052,"0"
"1973","Graduation","Married",27803,"1","0","40",8,26,46,38,9,49,"2","3","0","4","8",3,3,15578,"0"
"1972","Graduation","Single",21359,"1","0","1",12,2,17,6,1,10,"2","2","0","3","8",3,4,15815,"1"
"1962","Graduation","Single",50785,"1","1","27",64,1,21,0,1,27,"2","2","1","3","6",3,4,15987,"0"
"1972","Master","Single",28406.9397107507,"1","0","19",46.4036567274015,3,31.9105926274788,6.77604038501158,5.23871378251351,35.7769227523822,"4","2","2","2","9",4.46267339750193,2.92534679500386,15537.4018919927,"1"
"1982","Graduation","Together",51702.6872077289,"1","0","23",509.362848844612,1.25894571049139,70.2589457104914,1.88841856573708,1.25894571049139,29.6337057636119,"1","5","2","13","6",3.62947285524569,4.25894571049139,15883.8276320319,"1"
"1992","Basic","Single",7500,"1","0","63",10,17,18,8,26,40,"4","3","2","2","9",2,4,15411,"0"
"1971","Graduation","Married",52531,"0","0","68",283,112,151,51,72,125,"2","7","2","10","6",3,3,15704,"0"
"1964","Graduation","Married",82224,"0","0","83",307,26,360,138,31,40,"1","6","9","5","3",3,3,16095,"0"
"1971","Master","Single",36490.6785022435,"1","0","10",163.922187963268,4.11430249642581,33.2429662267677,13.6786343615968,0.442848751787096,73.2788693115581,"3","5","1","2","7",3.22142437589355,3.77857562410645,15656.6696916199,"1"
"1976","Graduation","Widow",9094.3563677147,"1","1","62",30.9207897922024,0.510400920175016,12.61248110421,13.2381870960817,6.76181290391833,30.9111447036266,"3","11","2","2","8",3.06805345602334,3.102080184035,15357.7524460517,"1"
"1971","Master","Single",50759.4752738646,"0","0","62",554.733051636722,11.5496233697049,37.3936642077751,16.0567124225199,1.47873284155503,3.94328757748008,"2","5","1","2","9",4.7535445264075,5.50708905281499,15697.503766303,"1"
"1962","Graduation","Widow",34902.675793994,"0","0","64",65.8327050604858,16.626596858725,32.4206108201761,12.7038568935823,14.7982722513843,16.5622338568792,"7","3","2","4","9",3.39055846421979,5.60944153578021,15616.6223385688,"1"
"1947","Master","Single",54579.1598947402,"0","1","80",391.33737164503,28.5206009903923,140.182904786896,0,11.103086091578,26.0489577795379,"1","11","8","4","6",4.63144288072363,5.26288576144725,15793.4044262883,"1"
"1958","Graduation","Together",46610,"0","0","4",288,10,30,4,10,125,"1","6","1","6","6",3,5,15904,"0"
